Date,Variance_Swap_PnL,VIX_Products_PnL,ETF_Arb_PnL,Skew_Trading_PnL,Total_Daily_PnL,Cumulative_PnL,Delta_PnL,Gamma_PnL,Vega_PnL,Theta_PnL,Sharpe_30D,Sortino_30D,Win_Rate_30D
2025-08-19 21:18:55.764064,-11591.0,17999.0,1644.0,-20207.0,-12155.0,3830597.0,790.0,13501.0,8109.0,-1981.0,1.1,2.4,0.65
2025-08-20 21:18:55.764064,35712.0,19389.0,20599.0,2277.0,77977.0,3908575.0,1576.0,13246.0,23676.0,-3068.0,1.79,1.23,0.64
2025-08-21 21:18:55.764064,10114.0,19894.0,-10485.0,-5437.0,14086.0,3922660.0,6054.0,20476.0,44666.0,-1221.0,1.31,1.95,0.64
2025-08-22 21:18:55.764064,12846.0,-3221.0,-5981.0,17770.0,21414.0,3944074.0,-15720.0,-95.0,4396.0,-2686.0,1.92,1.78,0.67
2025-08-23 21:18:55.764064,7171.0,21308.0,413.0,16110.0,45001.0,3989075.0,-4867.0,5007.0,-3475.0,-2938.0,1.85,1.53,0.64
2025-08-24 21:18:55.764064,51114.0,14441.0,-3065.0,8242.0,70733.0,4059807.0,6168.0,17426.0,22790.0,-2281.0,2.34,2.16,0.61
2025-08-25 21:18:55.764064,23665.0,10934.0,9656.0,17838.0,62093.0,4121901.0,-7279.0,23749.0,18718.0,-839.0,1.18,1.53,0.66
2025-08-26 21:18:55.764064,-18356.0,29837.0,6405.0,-10082.0,7803.0,4129704.0,3984.0,-8124.0,24272.0,700.0,2.37,1.09,0.56
2025-08-27 21:18:55.764064,24223.0,-3943.0,8238.0,-12.0,28505.0,4158209.0,19334.0,1869.0,29618.0,947.0,1.36,2.6,0.62
2025-08-28 21:18:55.764064,45137.0,44537.0,6202.0,11927.0,107803.0,4266012.0,5099.0,-1634.0,24749.0,-1012.0,2.45,1.05,0.56
2025-08-29 21:18:55.764064,68790.0,18277.0,9319.0,-3454.0,92932.0,4358944.0,3998.0,14268.0,11465.0,-478.0,0.93,2.44,0.55
2025-08-30 21:18:55.764064,3361.0,15797.0,1077.0,13440.0,33675.0,4392618.0,15664.0,13330.0,5390.0,-4875.0,1.6,2.97,0.52
2025-08-31 21:18:55.764064,65063.0,17478.0,-6210.0,-8079.0,68251.0,4460869.0,-5944.0,7500.0,40315.0,-3378.0,2.24,1.85,0.62
2025-09-01 21:18:55.764064,50930.0,12790.0,-7935.0,20270.0,76055.0,4536925.0,4004.0,-6295.0,30712.0,-5178.0,1.55,2.87,0.55
2025-09-02 21:18:55.764064,51294.0,-26158.0,4879.0,-7994.0,22021.0,4558946.0,-2806.0,-1051.0,5001.0,-4855.0,2.38,1.07,0.66
2025-09-03 21:18:55.764064,45764.0,-25755.0,9404.0,2241.0,31654.0,4590599.0,-263.0,19388.0,22563.0,-2543.0,2.36,2.96,0.66
2025-09-04 21:18:55.764064,48938.0,-11240.0,13677.0,-6803.0,44572.0,4635171.0,9209.0,20166.0,-21285.0,-3631.0,1.01,2.09,0.64
2025-09-05 21:18:55.764064,58453.0,10679.0,-1118.0,42.0,68055.0,4703226.0,-734.0,16320.0,34012.0,-2065.0,1.04,2.32,0.63
2025-09-06 21:18:55.764064,-908.0,11678.0,-19027.0,11529.0,3273.0,4706499.0,-729.0,-4071.0,7237.0,-5391.0,0.86,2.96,0.55
2025-09-07 21:18:55.764064,11408.0,-40797.0,5783.0,3315.0,-20292.0,4686207.0,12689.0,5434.0,31520.0,-3306.0,1.02,2.4,0.63
2025-09-08 21:18:55.764064,-1915.0,34921.0,-5766.0,9735.0,36975.0,4723182.0,14692.0,33693.0,31244.0,-4393.0,0.94,1.38,0.6
2025-09-09 21:18:55.764064,19478.0,19005.0,3505.0,14285.0,56272.0,4779455.0,-286.0,20993.0,5092.0,-540.0,1.75,1.39,0.67
2025-09-10 21:18:55.764064,34239.0,11480.0,4724.0,-19027.0,31416.0,4810871.0,1566.0,23230.0,-1985.0,-5805.0,2.0,1.74,0.68
2025-09-11 21:18:55.764064,28521.0,-5418.0,-8506.0,6805.0,21402.0,4832273.0,2371.0,27062.0,32260.0,-469.0,0.99,2.85,0.63
2025-09-12 21:18:55.764064,8148.0,27084.0,-1713.0,-8337.0,25183.0,4857456.0,-10170.0,5949.0,28134.0,-1448.0,2.19,1.07,0.52
2025-09-13 21:18:55.764064,-9722.0,-1097.0,4197.0,15899.0,9278.0,4866734.0,1682.0,13012.0,33038.0,709.0,1.38,2.14,0.61
2025-09-14 21:18:55.764064,37913.0,18425.0,3984.0,-13040.0,47282.0,4914016.0,11273.0,26945.0,22715.0,-3311.0,1.67,3.13,0.61
2025-09-15 21:18:55.764064,31642.0,17104.0,4173.0,-5606.0,47314.0,4961330.0,6549.0,17462.0,-1565.0,-5213.0,1.86,2.31,0.67
2025-09-16 21:18:55.764064,-39109.0,11513.0,14864.0,3295.0,-9438.0,4951892.0,-10815.0,13505.0,33551.0,-4505.0,0.91,1.6,0.54
2025-09-17 21:18:55.764064,31679.0,24810.0,13377.0,8539.0,78405.0,5030297.0,-7729.0,-11142.0,25215.0,-6174.0,2.38,3.03,0.63
2025-09-18 21:18:55.764064,4665.0,24855.0,9133.0,1702.0,40355.0,5070651.0,13000.0,14362.0,8972.0,-3422.0,1.38,1.41,0.67
2025-09-19 21:18:55.764064,22333.0,-16784.0,7935.0,12558.0,26043.0,5096694.0,-10681.0,1662.0,11122.0,-3039.0,1.28,1.78,0.53
2025-09-20 21:18:55.764064,34108.0,-4416.0,-1852.0,12890.0,40729.0,5137423.0,-3666.0,20190.0,12156.0,-4556.0,1.55,1.3,0.6
2025-09-21 21:18:55.764064,36782.0,17122.0,6199.0,-15088.0,45014.0,5182437.0,-2784.0,11648.0,2335.0,-3462.0,2.13,3.03,0.61
2025-09-22 21:18:55.764064,19467.0,-11608.0,9064.0,11382.0,28305.0,5210742.0,-2022.0,19530.0,14186.0,-2025.0,2.04,2.98,0.66
2025-09-23 21:18:55.764064,39022.0,7499.0,-136.0,-702.0,45683.0,5256425.0,16018.0,7990.0,34458.0,-190.0,0.83,1.7,0.67
2025-09-24 21:18:55.764064,25211.0,-4898.0,9422.0,10941.0,40676.0,5297100.0,4799.0,9624.0,-6001.0,-1810.0,1.48,2.08,0.55
2025-09-25 21:18:55.764064,21714.0,12580.0,-2578.0,-2131.0,29586.0,5326686.0,11774.0,-9526.0,12228.0,-388.0,0.97,1.55,0.58
2025-09-26 21:18:55.764064,-17753.0,15559.0,-3192.0,-7633.0,-13019.0,5313668.0,3352.0,39046.0,20770.0,-1318.0,1.93,1.34,0.53
2025-09-27 21:18:55.764064,-4640.0,5275.0,1175.0,1346.0,3156.0,5316824.0,443.0,21370.0,8651.0,-3668.0,1.96,2.64,0.54
2025-09-28 21:18:55.764064,293.0,23990.0,12254.0,14099.0,50636.0,5367460.0,10249.0,19724.0,12430.0,-4131.0,1.08,3.13,0.56
2025-09-29 21:18:55.764064,-18019.0,-219.0,5241.0,-8143.0,-21139.0,5346321.0,-13782.0,6467.0,15862.0,-3754.0,0.81,2.01,0.62
2025-09-30 21:18:55.764064,-10735.0,2138.0,-2529.0,12923.0,1797.0,5348118.0,6204.0,-5123.0,17747.0,-2612.0,1.81,1.48,0.56
2025-10-01 21:18:55.764064,-22728.0,30218.0,7063.0,-3704.0,10850.0,5358968.0,91.0,-4377.0,14828.0,-3684.0,1.27,1.51,0.57
2025-10-02 21:18:55.764064,16293.0,21105.0,6624.0,-3646.0,40375.0,5399343.0,1759.0,-8193.0,46646.0,103.0,0.92,2.84,0.6
2025-10-03 21:18:55.764064,14517.0,8065.0,6447.0,-4808.0,24221.0,5423564.0,9122.0,12867.0,13857.0,-6836.0,2.26,2.9,0.52
2025-10-04 21:18:55.764064,39547.0,29755.0,18322.0,-4004.0,83620.0,5507184.0,8547.0,16441.0,11660.0,-513.0,0.86,2.48,0.58
2025-10-05 21:18:55.764064,-16362.0,-26262.0,19965.0,1071.0,-21587.0,5485597.0,12158.0,16795.0,30817.0,-1818.0,1.01,2.84,0.58
2025-10-06 21:18:55.764064,-48792.0,21633.0,-11568.0,-61.0,-38787.0,5446810.0,-3397.0,6367.0,2050.0,-3770.0,0.99,2.94,0.63
2025-10-07 21:18:55.764064,20355.0,14455.0,4527.0,13870.0,53207.0,5500016.0,19913.0,-21355.0,32398.0,-5579.0,2.33,2.72,0.59
2025-10-08 21:18:55.764064,43081.0,4681.0,-592.0,-6174.0,40995.0,5541012.0,-901.0,7281.0,-17804.0,-3013.0,1.27,2.81,0.68
2025-10-09 21:18:55.764064,-34281.0,-995.0,3006.0,9680.0,-22590.0,5518422.0,274.0,26930.0,22508.0,-5242.0,1.93,2.01,0.56
2025-10-10 21:18:55.764064,1811.0,16687.0,-6105.0,17600.0,29993.0,5548415.0,-6759.0,6318.0,-9686.0,-1686.0,1.63,1.72,0.67
2025-10-11 21:18:55.764064,-21846.0,-2160.0,4066.0,6452.0,-13489.0,5534926.0,17666.0,22614.0,-511.0,-4414.0,1.42,1.68,0.57
2025-10-12 21:18:55.764064,46227.0,11451.0,-4625.0,-6638.0,46416.0,5581342.0,-2976.0,-14542.0,21345.0,-3255.0,1.54,2.21,0.64
2025-10-13 21:18:55.764064,29819.0,29123.0,5707.0,11831.0,76480.0,5657822.0,1963.0,16655.0,15780.0,-3484.0,1.45,2.43,0.64
2025-10-14 21:18:55.764064,16533.0,-25862.0,9589.0,9817.0,10076.0,5667898.0,7279.0,13752.0,-2611.0,-3687.0,1.52,1.19,0.54
2025-10-15 21:18:55.764064,18352.0,10148.0,6163.0,11728.0,46391.0,5714289.0,1962.0,7218.0,-3191.0,-2533.0,1.28,1.41,0.61
2025-10-16 21:18:55.764064,22359.0,17601.0,8277.0,4649.0,52886.0,5767175.0,9605.0,12708.0,30840.0,-3479.0,1.9,1.3,0.53
2025-10-17 21:18:55.764064,-1172.0,-15416.0,7018.0,9028.0,-542.0,5766633.0,5602.0,14943.0,-3336.0,-1121.0,1.96,2.55,0.66
2025-10-18 21:18:55.764064,67799.0,12740.0,8231.0,-6201.0,82568.0,5849202.0,7539.0,21749.0,5761.0,-4424.0,1.61,2.49,0.57
2025-10-19 21:18:55.764064,5052.0,20842.0,12149.0,7462.0,45506.0,5894708.0,85.0,19331.0,15844.0,-2911.0,1.34,1.36,0.64
2025-10-20 21:18:55.764064,18655.0,13433.0,-1746.0,4809.0,35150.0,5929858.0,-747.0,15611.0,38362.0,-3162.0,2.11,2.53,0.65
2025-10-21 21:18:55.764064,27199.0,-10657.0,-5685.0,5311.0,16167.0,5946025.0,13807.0,4793.0,12101.0,-2968.0,2.37,1.29,0.68
2025-10-22 21:18:55.764064,15759.0,-2790.0,10073.0,-3886.0,19155.0,5965180.0,-402.0,6413.0,28720.0,-5713.0,1.3,1.54,0.54
2025-10-23 21:18:55.764064,16977.0,-11733.0,-993.0,21165.0,25416.0,5990596.0,7694.0,-2294.0,-25464.0,-997.0,1.36,1.4,0.54
2025-10-24 21:18:55.764064,7022.0,3316.0,19230.0,-10657.0,18911.0,6009506.0,6279.0,14732.0,-14130.0,-132.0,1.03,1.98,0.62
2025-10-25 21:18:55.764064,34941.0,13220.0,-3792.0,-6007.0,38362.0,6047868.0,19760.0,29899.0,19738.0,-5772.0,1.39,2.41,0.57
2025-10-26 21:18:55.764064,50588.0,12345.0,-26508.0,13203.0,49628.0,6097496.0,1508.0,7309.0,-1379.0,364.0,0.91,2.52,0.62
2025-10-27 21:18:55.764064,32626.0,28300.0,-1278.0,7968.0,67616.0,6165112.0,-3151.0,43173.0,13803.0,-1392.0,1.79,1.7,0.67
2025-10-28 21:18:55.764064,-36118.0,17635.0,2453.0,-2674.0,-18704.0,6146408.0,5172.0,26634.0,36564.0,-276.0,1.94,1.85,0.58
2025-10-29 21:18:55.764064,-1956.0,-18155.0,-304.0,2281.0,-18134.0,6128274.0,10189.0,10167.0,12094.0,-953.0,1.9,2.25,0.53
2025-10-30 21:18:55.764064,-1796.0,-16283.0,6296.0,2077.0,-9707.0,6118567.0,12945.0,25472.0,46008.0,-2541.0,1.93,2.99,0.61
2025-10-31 21:18:55.764064,47698.0,-14.0,-1006.0,6547.0,53225.0,6171792.0,12754.0,-25064.0,8494.0,-6907.0,2.06,2.06,0.57
2025-11-01 21:18:55.764064,22371.0,10641.0,4238.0,21362.0,58612.0,6230405.0,6127.0,10303.0,1756.0,-1111.0,1.52,2.55,0.58
2025-11-02 21:18:55.764064,70330.0,3635.0,14201.0,-974.0,87193.0,6317597.0,7792.0,630.0,30262.0,-4277.0,1.69,1.2,0.61
2025-11-03 21:18:55.764064,-905.0,-23029.0,4003.0,1364.0,-18567.0,6299030.0,17107.0,-6074.0,-557.0,-4374.0,1.1,1.96,0.61
2025-11-04 21:18:55.764064,-15671.0,5685.0,2960.0,-15020.0,-22046.0,6276985.0,1046.0,19496.0,-8931.0,-838.0,1.36,1.96,0.62
2025-11-05 21:18:55.764064,13958.0,5825.0,1585.0,-5797.0,15571.0,6292556.0,8642.0,-10287.0,-7184.0,-756.0,1.97,1.75,0.62
2025-11-06 21:18:55.764064,-19808.0,17527.0,-7649.0,17176.0,7246.0,6299801.0,-5019.0,-3665.0,32757.0,-4242.0,1.22,2.5,0.66
2025-11-07 21:18:55.764064,9630.0,3976.0,5409.0,-2732.0,16282.0,6316083.0,12819.0,-7776.0,-1983.0,-4851.0,1.12,2.36,0.63
2025-11-08 21:18:55.764064,26295.0,-4879.0,-3737.0,-7696.0,9983.0,6326066.0,2569.0,11362.0,23057.0,-2971.0,2.19,2.52,0.65
2025-11-09 21:18:55.764064,53796.0,-9455.0,13047.0,5556.0,62944.0,6389010.0,16657.0,1734.0,37065.0,-6485.0,2.12,1.26,0.58
2025-11-10 21:18:55.764064,-34859.0,13098.0,-5892.0,-7715.0,-35368.0,6353642.0,9408.0,2841.0,15917.0,-2079.0,0.85,2.73,0.61
