Date,Total_Delta,Total_Gamma,Total_Vega,Total_Theta,Hedge_Shares_Needed,PnL_Delta,PnL_Gamma,PnL_Vega,PnL_Theta,Total_PnL
2025-10-19 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-13771.0,65556.0,-3306.0,-0.0,48479.0
2025-10-20 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-11483.0,45580.0,-64.0,-0.0,34033.0
2025-10-21 21:16:36.693979,450.0,140.0,1270,-53,-450.0,6076.0,12764.0,-5669.0,-0.0,13171.0
2025-10-22 21:16:36.693979,450.0,140.0,1270,-53,-450.0,11905.0,48990.0,250.0,-0.0,61144.0
2025-10-23 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-14110.0,68821.0,192.0,-0.0,54904.0
2025-10-24 21:16:36.693979,450.0,140.0,1270,-53,-450.0,9833.0,33421.0,1142.0,-0.0,44396.0
2025-10-25 21:16:36.693979,450.0,140.0,1270,-53,-450.0,9892.0,33823.0,-2603.0,-0.0,41112.0
2025-10-26 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3726.0,4799.0,-1762.0,-0.0,-689.0
2025-10-27 21:16:36.693979,450.0,140.0,1270,-53,-450.0,15458.0,82602.0,1218.0,-0.0,99278.0
2025-10-28 21:16:36.693979,450.0,140.0,1270,-53,-450.0,25623.0,226953.0,-891.0,-0.0,251685.0
2025-10-29 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6522.0,14704.0,-272.0,-0.0,7910.0
2025-10-30 21:16:36.693979,450.0,140.0,1270,-53,-450.0,12405.0,53196.0,-697.0,-0.0,64904.0
2025-10-31 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1120.0,434.0,184.0,-0.0,1737.0
2025-11-01 21:16:36.693979,450.0,140.0,1270,-53,-450.0,355.0,44.0,-1243.0,-0.0,-844.0
2025-11-02 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1236.0,528.0,-343.0,-0.0,-1051.0
2025-11-03 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-68.0,2.0,1797.0,-0.0,1731.0
2025-11-04 21:16:36.693979,450.0,140.0,1270,-53,-450.0,15846.0,86795.0,-1601.0,-0.0,101039.0
2025-11-05 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3528.0,4302.0,-1572.0,-0.0,-797.0
2025-11-06 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1684.0,980.0,-1026.0,-0.0,1638.0
2025-11-07 21:16:36.693979,450.0,140.0,1270,-53,-450.0,2158.0,1610.0,2102.0,-0.0,5870.0
2025-11-08 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-22732.0,178635.0,937.0,-0.0,156839.0
2025-11-09 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4142.0,5930.0,877.0,-0.0,2665.0
2025-11-10 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-8068.0,22502.0,2279.0,-0.0,16713.0
